Health_Metric,School_Metric,R_Squared,File,N_Counties
% Screened (AIAN),SCHOOLS_PER_10K,0.01227992808085776,mammography_screening.csv,12
% Uninsured,PAROCHIAL_PER_10K,0.011755142665161089,uninsured.csv,12
Preventable Hospitalization Rate,PAROCHIAL_PER_10K,0.011255905909181019,preventable_hospital_stays.csv,12
% Screened (Hispanic),CHARTER_PER_10K,0.011215415541311002,mammography_screening.csv,11
% Not Proficient in English,PRIMARY_PER_10K,0.011212837128385389,demographics.csv,13
% Enrolled in Free or Reduced Lunch,MIDDLE_PER_10K,0.010931387438570472,children_eligible_for_free_or_reduced_price_lunch.csv,13
Dentist Rate,COLLEGE_PER_10K,0.009884310249027917,dentists.csv,12
High School Graduation Rate,PAROCHIAL_PER_10K,0.009686549427480928,high_school_graduation.csv,12
% Drive Alone to Work,COLLEGE_PER_10K,0.0026557441765601153,driving_alone_to_work.csv,12
Preventable Hosp. Rate (White),COLLEGE_PER_10K,0.002645519139374497,preventable_hospital_stays.csv,12
% Rural,CHARTER_PER_10K,0.0023916980683640343,demographics.csv,11
Preventable Hosp. Rate (AIAN),PAROCHIAL_PER_10K,0.0018869250410992189,preventable_hospital_stays.csv,11
% Driving Deaths with Alcohol Involvement,PAROCHIAL_PER_10K,0.0018795266538823574,alcoholimpaired_driving_deaths.csv,12
% Uninsured,PAROCHIAL_PER_10K,0.0015773725951114814,uninsured_children.csv,12
Firearm Fatalities Rate,PRIMARY_PER_10K,0.0002471213366133096,firearm_fatalities.csv,12
